node name,Entrez Gene ID,promote proliferation,evade growth repressor,resist cell death,enable replicative immortality,Induce angiogenesis,Activate invasion & metastasis,Reprogramme energy metabolism,Evade immune destruction,Genome instability,Tumor promoting inflammation
UBE2V2,7336,1,0,1,0,0,1,0,0,1,0
SUPT3H,8464,0,0,0,0,0,0,0,0,0,0
MAP3K10,4294,0,0,1,0,0,0,0,0,0,0
KIF22,3835,1,0,0,0,0,0,0,0,1,0
PPM1H,57460,0,0,0,0,0,0,0,0,0,0
ATP6V1H,51606,0,0,0,0,0,0,0,1,0,0
CTBP2,1488,1,1,0,0,0,0,0,0,0,0
CNR2,1269,0,0,0,0,0,0,0,1,0,1
LIPG,9388,1,0,0,0,0,0,0,0,0,0
USF2,7392,0,0,0,0,0,0,0,0,0,0
TNFSF18,8995,1,0,1,0,0,1,0,1,0,1
TNFRSF18,8784,1,0,1,0,0,1,0,1,0,1
PNPLA6,10908,0,0,0,0,1,0,0,0,0,0
TFAP2C,7022,1,0,0,0,0,0,0,0,0,0
P2RX5,5026,0,0,0,0,0,0,0,0,0,1
PON1,5444,0,0,0,0,0,0,0,0,0,0
CPB2,1361,1,1,0,0,0,0,0,0,0,1
TENC1,23371,0,0,0,0,0,0,0,0,0,0
C3AR1,719,1,0,0,0,1,1,0,1,0,1
ACSS1,84532,0,0,0,0,0,0,0,0,0,0
RGS4,5999,0,1,0,0,0,0,0,0,0,0
GP2,2813,0,0,0,0,0,0,0,0,0,0
KCNN1,3780,0,0,0,0,0,0,0,0,0,0
WRN,7486,0,0,1,1,0,0,0,0,1,0
SLC11A1,6556,1,0,0,0,0,1,0,1,0,1
SETD2,29072,0,0,0,0,1,1,0,0,1,0
SCP2,6342,0,0,0,0,0,0,0,0,0,0
MPP5,64398,0,0,0,0,0,1,0,0,0,0
HOXA9,3205,0,0,0,0,0,0,0,0,0,0
PPY,5539,0,0,0,0,0,0,0,0,0,0
HUWE1,10075,0,0,0,0,0,0,0,0,1,0
LTBR,4055,1,0,1,0,0,0,0,1,0,1
TLR10,81793,0,0,0,0,0,0,0,1,0,1
NADK,65220,0,0,0,0,0,0,0,0,0,0
CUL4A,8451,1,1,0,0,0,0,0,0,1,0
KIAA1704,55425,0,0,0,0,0,0,0,0,0,0
MAFA,389692,0,0,0,0,0,0,0,0,0,0
GATA6,2627,1,1,1,0,1,0,1,0,0,1
DAOA,267012,0,0,0,0,0,0,0,0,0,0
DAO,1610,0,0,0,0,0,0,0,0,0,0
ICAM5,7087,0,0,0,0,0,1,0,1,0,0
RNASE3,6037,0,0,0,0,0,0,0,1,0,0
TXNRD2,10587,0,0,0,0,0,0,0,0,0,0
RFXANK,8625,0,0,0,0,0,0,0,0,0,0
CD55,1604,1,0,0,0,0,1,0,1,0,1
CD97,976,0,0,0,0,0,1,0,1,0,1
CD151,977,1,0,0,0,0,1,0,0,0,0
HPN,3249,1,1,1,0,0,1,0,0,0,0
GABARAPL1,23710,0,0,0,0,0,0,0,0,0,0
OPRK1,4986,0,0,0,0,0,0,0,1,0,0
FCGR2C,9103,0,0,0,0,0,0,0,1,0,0
D4S234E,27065,0,0,0,0,0,0,0,0,0,0
MAZ,4150,0,0,0,0,0,0,0,0,0,0
GCOM1,145781,0,0,0,0,0,0,0,0,0,0
GPR44,11251,0,0,0,0,0,0,0,0,0,0
CLLU1,574028,0,0,0,0,0,0,0,0,0,0
FOXC2,2303,1,0,1,0,1,1,0,0,0,1
PIF1,80119,0,0,0,1,0,0,0,0,1,0
ARHGAP6,395,0,0,0,0,0,1,0,0,0,0
SKAP2,8935,1,1,0,0,0,0,0,1,0,0
LGALS8,3964,0,0,0,0,0,0,0,0,0,0
CRY2,1408,0,1,0,0,0,0,0,0,1,0
MOAP1,64112,0,0,1,0,0,0,0,0,0,0
ADNP,23394,1,0,1,0,0,1,0,0,0,0
TNIP1,10318,0,1,0,0,0,1,0,1,0,1
VUR,54113,0,0,0,0,0,0,0,0,0,0
OPN1SW,611,0,0,0,0,0,0,0,0,0,0
AP2M1,1173,0,1,0,0,0,0,0,1,0,0
ZCRB1,85437,0,0,0,0,0,0,0,0,0,0
NDUFA13,51079,1,1,1,0,0,0,0,0,0,0
ABCC1,4363,0,0,0,0,0,0,0,0,0,0
ADRA2C,152,0,0,0,0,1,0,0,0,0,1
UGT2B4,7363,0,0,0,0,0,0,0,0,0,0
SCT,6343,0,0,0,0,0,0,0,0,0,0
SCTR,6344,0,0,0,0,0,0,0,0,0,0
SLCO6A1,133482,0,0,0,0,0,0,0,0,0,0
DUOX1,53905,0,0,0,0,0,0,0,0,0,0
SNX6,58533,0,1,0,0,0,0,0,1,0,1
TAF7,6879,0,0,0,0,0,0,0,0,0,0
MUS81,80198,0,0,0,0,0,0,0,0,1,0
TLE4,7091,0,0,0,0,0,0,0,0,0,0
MDDC,7966,0,0,0,0,0,0,0,0,0,0
LYL1,4066,0,0,0,0,0,0,0,0,0,0
SERPINA3,12,0,0,0,0,0,0,0,0,0,1
B3GAT1,27087,0,0,0,0,0,0,0,0,0,0
PSPN,5623,0,0,0,0,0,0,0,0,0,0
ATXN2,6311,0,0,0,0,0,0,0,1,0,0
TGFBI,7045,1,0,0,0,1,1,0,0,0,0
RPS27L,51065,1,1,1,0,0,0,0,0,1,0
NMT1,4836,0,0,1,0,0,0,0,0,0,0
POU4F1,5457,1,1,1,0,0,1,0,0,0,0
HMGA2,8091,1,1,1,1,0,1,0,0,1,0
VCP,7415,0,0,1,0,0,0,0,0,1,0
PRKRIR,5612,0,0,0,0,0,0,0,0,0,0
DNAJC3,5611,1,0,1,0,0,0,0,0,0,0
PTGDS,5730,1,1,0,0,0,0,0,0,0,0
MTUS1,57509,0,0,0,0,0,0,0,0,0,0
GLRA1,2741,0,0,0,0,0,0,0,0,0,0
CES3,23491,0,0,0,0,0,0,0,0,0,0
USP11,8237,0,0,0,0,0,0,0,0,0,0
ADAMTS1,9510,1,1,0,0,0,1,0,0,0,0
ARL4C,10123,0,0,0,0,0,0,0,0,0,0
PAR1,145624,0,0,0,0,0,0,0,0,0,0
NEIL2,252969,0,0,0,0,0,0,0,0,1,0
KIF2A,3796,1,0,0,0,0,0,0,0,0,0
RNH1,6050,0,0,0,0,1,0,0,0,0,0
RERE,473,1,0,0,0,0,1,0,0,0,0
RAB5C,5878,0,0,0,0,0,0,0,1,0,0
MON1B,22879,0,0,0,0,0,0,0,0,0,0
ADD1,118,0,0,0,0,0,1,0,0,0,0
SRY,6736,0,0,0,0,0,0,0,0,0,0
NMBR,4829,0,0,0,0,0,0,0,0,0,0
HRK,8739,0,0,1,0,0,0,0,0,0,0
SLC26A4,5172,0,0,0,0,0,0,0,0,0,0
NAGPA,51172,0,0,0,0,0,0,0,0,0,0
ZFP36,7538,0,0,0,0,0,0,0,0,0,1
POLG,5428,0,0,0,0,0,0,0,0,1,0
PKD2L1,9033,0,0,0,0,0,0,0,0,0,0
LHX3,8022,0,0,1,0,0,1,0,0,0,0
FSHB,2488,1,0,0,0,0,1,0,0,0,0
FHL1,2273,1,1,0,0,0,0,0,0,0,0
CACNG4,27092,0,0,0,0,1,0,0,0,0,0
BRF1,2972,0,0,0,0,0,0,0,0,0,0
RCVRN,5957,0,0,0,0,0,0,0,0,0,0
PDE6D,5147,0,0,0,0,0,0,0,0,0,0
PPP2R2D,55844,1,0,0,0,0,0,0,0,0,0
AKAP5,9495,0,0,0,0,0,1,0,0,0,0
RA1,474221,0,0,0,0,0,0,0,0,0,0
SYT5,6861,0,0,0,0,0,0,0,1,0,0
WWOX,51741,0,1,1,0,0,0,0,0,0,0
CBWD3,445571,0,0,0,0,0,0,0,0,0,0
NEK8,284086,0,0,0,0,0,0,0,0,0,0
CHMP1B,57132,1,0,0,0,0,0,0,0,0,0
PKLR,5313,0,0,0,0,0,0,1,0,0,0
CRHR1,1394,0,0,0,0,0,0,0,1,0,0
AKAP13,11214,0,0,1,0,0,1,0,0,0,0
CXXC4,80319,0,1,0,0,0,0,0,0,0,0
CKS2,1164,1,0,0,0,0,0,0,0,0,0
HTR1F,3355,0,0,0,0,0,0,0,0,0,0
ADAM19,8728,0,0,0,0,0,0,0,0,0,0
UHRF1BP1,54887,0,0,0,0,0,0,0,0,0,0
KCNJ10,3766,0,0,0,0,0,0,0,0,0,0
FBXO32,114907,0,0,0,0,0,0,0,0,0,0
TNFSF4,7292,1,0,0,0,0,1,0,1,0,1
PCK1,5105,0,0,0,0,0,0,1,0,0,0
MAP3K7CL,56911,0,0,0,0,0,0,0,0,0,0
LIPF,8513,0,0,0,0,0,0,0,0,0,0
TLR6,10333,0,0,0,0,0,0,0,1,0,1
CDCA7,83879,1,0,0,0,0,0,0,0,0,0
RASAL2,9462,0,1,0,0,0,0,0,0,0,0
CFM1,10167,0,0,0,0,0,0,0,0,0,0
TUBB6,84617,0,0,0,0,0,0,0,0,0,0
SCYL1,57410,0,0,0,0,0,0,0,0,0,0
PTPN4,5775,0,0,0,0,0,0,0,0,0,0
LDB1,8861,0,0,0,0,0,1,0,0,0,0
SRSF4,6429,0,0,0,0,0,0,0,0,0,0
RA4,474224,0,0,0,0,0,0,0,0,0,0
CASR,846,1,0,0,0,1,1,1,0,0,0
AATF,26574,1,0,1,0,0,1,0,0,0,0
BDH1,622,0,0,0,0,0,0,0,0,0,0
GK2,2712,0,0,0,0,0,0,0,0,0,0
OPTN,10133,1,1,0,0,0,0,0,0,0,0
TOB1,10140,1,1,0,0,0,0,0,0,0,0
HCN2,610,0,0,0,0,0,0,0,0,0,0
IL31,386653,0,0,0,0,0,0,0,0,0,0
IL31RA,133396,1,0,1,0,0,0,0,1,0,1
TRPC4AP,26133,0,0,0,0,0,0,0,0,0,0
ALOX5AP,241,0,0,0,0,0,0,0,0,0,1
PRLHR,2834,0,0,0,0,0,0,0,0,0,0
UCN3,114131,0,0,0,0,0,0,0,0,0,0
AQP2,359,0,0,0,0,0,0,0,0,0,0
HSPA1L,3305,0,0,0,0,0,0,0,0,0,0
DDX1,1653,0,0,0,0,0,0,0,0,1,0
LPCAT4,254531,0,0,0,0,0,0,0,0,0,0
PRKD3,23683,0,0,0,0,0,0,0,0,0,0
SNCAIP,9627,0,0,0,0,0,0,0,0,0,0
LPIN1,23175,1,0,0,0,0,0,0,0,0,0
LPGP1,4021,0,0,0,0,0,0,0,0,0,0
MMP24,10893,0,0,0,0,0,1,0,0,0,0
KLF11,8462,1,1,1,0,0,0,0,0,0,0
PRDM15,63977,0,0,0,0,0,0,0,0,0,0
GAPVD1,26130,0,0,0,0,0,0,0,1,0,0
HSPA9,3313,0,0,1,0,0,0,0,0,0,0
FLI1,2313,0,0,0,0,1,0,0,0,0,0
PDE1B,5153,0,0,0,0,0,0,0,0,0,0
LCE1E,353135,0,0,0,0,0,0,0,0,0,0
RAB11FIP3,9727,1,0,0,0,0,0,0,0,0,0
NRCAM,4897,1,0,0,0,1,1,0,0,0,0
IL25,64806,0,0,0,0,0,0,0,1,0,1
IL17RB,55540,1,0,0,0,0,0,0,0,0,1
PRDX4,10549,1,1,0,0,0,0,0,0,0,0
SETDB1,9869,0,0,0,0,0,0,0,0,0,0
ERAL1,26284,0,0,0,0,0,0,0,0,0,0
RNF144B,255488,0,0,0,0,0,0,0,0,0,0
TUBA3E,112714,0,0,0,0,0,0,0,0,0,0
E4F1,1877,1,1,0,0,0,0,0,0,0,0
CENPB,1059,0,0,0,0,0,0,0,0,0,0
SLEN2,192679,0,0,0,0,0,0,0,0,0,0
NXT1,29107,0,0,0,0,0,0,0,0,0,0
CD160,11126,1,0,0,0,0,0,0,1,0,0
DYRK1A,1859,0,1,0,0,0,0,0,0,0,0
HSPB6,126393,0,0,0,0,0,0,0,0,0,0
TP53I3,9540,0,0,1,0,0,0,0,0,0,0
PDE4C,5143,0,0,0,0,0,0,0,0,0,0
SEMA4A,64218,1,1,0,0,1,1,0,1,0,0
DCLK2,166614,0,0,0,0,0,0,0,0,0,0
NBR1,4077,0,0,0,0,0,0,0,0,0,0
EEC1,1913,0,0,0,0,0,0,0,0,0,0
CSPG5,10675,0,0,0,0,0,0,0,0,0,0
SDHD,6392,0,0,0,0,0,0,0,0,0,0
EVX1,2128,0,0,0,0,0,0,0,0,0,0
SERPINB9,5272,0,0,1,0,0,0,0,1,0,0
FIS1,51024,0,0,1,0,0,0,0,0,0,0
DNM1L,10059,0,0,1,0,1,0,0,1,0,0
SEMA5A,9037,1,1,1,0,1,1,0,0,0,0
USP1,7398,0,0,0,0,0,0,0,0,1,0
ARHGEF15,22899,0,0,0,0,0,1,0,0,0,0
OPRL1,4987,0,0,0,0,1,0,0,0,0,0
NEU3,10825,0,0,0,0,0,0,0,0,0,0
ESAT,2096,0,0,0,0,0,0,0,0,0,0
QRFP,347148,0,0,0,0,1,0,0,0,0,0
QRFPR,84109,0,0,0,0,0,0,0,0,0,0
EHMT2,10919,1,0,0,0,0,0,0,0,0,0
UVRAG,7405,1,0,0,0,0,0,0,0,1,0
PCNAP2,359805,0,0,0,0,0,0,0,0,0,0
NEFM,4741,0,0,0,0,0,1,0,0,0,0
TMF1,7110,0,0,1,0,0,0,0,0,0,0
ZIC3,7547,0,0,0,0,0,0,0,0,0,0
TJAP1,93643,0,0,0,0,0,0,0,0,0,0
TARBP2,6895,0,0,0,0,0,0,0,0,0,0
PYY,5697,1,0,0,0,0,0,0,0,0,0
SULT2A1,6822,0,0,0,0,0,0,0,0,0,0
KL,9365,0,0,0,0,0,0,0,0,0,0
PKP3,11187,0,0,0,0,0,1,0,0,0,0
PEG10,23089,0,1,0,0,0,0,0,0,0,0
IFNW1,3467,1,1,0,0,0,1,0,1,0,0
ULBP3,79465,0,0,0,0,0,0,0,1,0,0
AHRR,57491,0,0,0,0,0,0,0,0,0,0
DNMBP,23268,0,0,0,0,0,0,0,0,0,0
PRKCSH,5589,0,0,0,0,0,1,0,0,0,0
HAS1,3036,0,0,0,0,0,1,0,0,0,0
PPAP2B,8613,0,0,0,0,0,0,0,0,0,0
IV,8114,0,0,0,0,0,0,0,0,0,0
ANGPT4,51378,1,0,1,0,1,1,1,0,0,0
HNRNPA1,3178,0,0,0,1,0,0,0,0,0,0
SMN2,6607,0,0,0,0,0,0,0,0,0,0
TBX2,6909,1,0,0,1,1,0,0,0,0,0
GMPS,8833,0,0,0,0,0,0,0,0,0,0
HDGF,3068,1,0,0,0,0,0,0,0,0,0
PAGE4,9506,0,0,0,0,0,0,0,0,0,0
DIANPH,23771,0,0,0,0,0,0,0,0,0,0
TNPO1,3842,0,0,0,0,0,0,0,0,0,0
UBR5,51366,1,0,0,0,0,0,0,0,1,0
RN7SL1,6029,0,0,0,0,0,0,0,0,0,0
ARNT2,9915,1,0,1,0,0,0,0,0,0,0
VPS37A,137492,0,0,0,0,0,0,0,0,0,0
UNC5D,137970,0,0,0,0,0,1,0,0,0,0
PEMT,10400,1,1,0,0,0,0,0,0,0,0
ATF7,11016,0,0,0,0,0,0,0,0,0,0
DCN,1634,0,1,0,0,1,1,0,0,0,1
TUBB3,10381,1,0,0,0,0,1,0,0,0,0
UNC119,9094,0,0,0,0,0,0,0,1,0,0
IGHM,3507,0,0,0,0,0,0,0,1,0,0
TNNI3,7137,0,0,0,0,1,0,0,0,0,0
ZBTB5,9925,0,0,0,0,0,0,0,0,0,0
RFXAP,5994,0,0,0,0,0,0,0,0,0,0
SEC11C,90701,0,0,0,0,0,0,0,0,0,0
GPR182,11318,0,0,0,0,0,0,0,0,0,0
PKIA,5569,1,0,0,0,0,0,0,0,0,0
FOXN2,3344,0,0,0,0,0,0,0,0,0,0
VAPA,9218,0,0,0,0,0,1,0,0,0,0
GPLD1,2822,1,1,1,0,1,1,1,1,0,0
MCC,4163,1,1,0,0,0,1,0,0,0,0
AVEN,57099,0,0,1,0,0,0,0,0,0,0
MCAM,4162,0,0,0,0,1,1,0,0,0,1
ADH1A,124,0,0,0,0,0,0,0,0,0,0
SMR3A,26952,0,0,0,0,0,0,0,0,0,0
EGR3,1960,1,0,1,0,1,1,0,0,0,0
CES4,51716,0,0,0,0,0,0,0,0,0,0
KRT16,3868,1,0,0,0,0,1,0,1,0,1
IRF2,3660,1,0,0,0,0,0,0,1,0,1
ARHGAP9,64333,0,0,0,0,0,0,0,0,0,0
CYP2C18,1562,0,0,0,0,0,0,0,0,0,0
TNFSF8,944,1,0,0,0,0,1,0,1,0,0
SLIT1,6585,1,0,0,0,0,1,0,0,0,0
RP11-631M21.2,347688,0,0,0,0,0,0,0,0,0,0
EEF1B2,1933,0,0,0,0,0,0,0,0,0,0
GREM1,26585,1,1,1,0,1,1,0,1,0,0
NEK7,140609,1,0,0,1,0,0,0,0,0,0
TSSK4,283629,0,0,0,0,0,0,0,0,0,0
SMNDC1,10285,0,0,0,0,0,0,0,0,0,0
HSD3B2,3284,0,0,0,0,0,0,0,0,0,0
AP2B1,163,0,1,0,0,0,0,0,1,0,0
SELPLG,6404,0,0,0,0,0,1,0,0,0,0
CACNA2D3,55799,0,0,0,0,1,0,0,0,0,0
DCUN1D1,54165,0,0,0,0,0,0,0,0,0,0
BPNT1,10380,0,0,0,0,0,0,0,0,0,0
TAF1C,9013,0,0,0,0,0,0,0,0,0,0
TAF1A,9015,0,0,0,0,0,0,0,0,0,0
GLTSCR2,29997,0,0,0,0,0,0,0,0,0,0
BATF3,55509,0,0,0,0,0,0,0,0,0,0
FAM125B,89853,0,0,0,0,0,0,0,0,0,0
TCAP,8557,0,0,0,0,1,1,0,0,0,0
PYCR1,5831,0,0,0,0,0,0,0,0,0,0
TSSK3,81629,0,0,0,0,0,0,0,0,0,0
TUBBP3,326106,0,0,0,0,0,0,0,0,0,0
NEK1,4750,1,0,0,0,0,1,0,0,0,0
NOC4L,79050,0,0,0,0,0,0,0,0,0,0
TINAGL1,64129,0,0,0,0,0,1,0,1,0,0
DIAPH3,81624,0,0,0,0,0,1,0,0,0,0
CELP,1057,0,0,0,0,0,0,0,0,0,0
RARRES3,5920,1,1,0,0,0,0,0,0,0,0
TULP4,56995,0,0,0,0,0,0,0,0,0,0
CHMP4C,92421,1,1,0,0,0,0,0,0,0,0
FXYD5,53827,0,0,0,0,0,1,0,0,0,0
CILP,8483,0,1,0,0,0,0,0,0,0,0
SAMHD1,25939,0,0,0,0,0,0,0,1,0,0
NFAM1,150372,0,0,0,0,0,0,0,1,0,1
NUDT3,11165,0,0,0,0,0,0,0,0,0,0
CD72,971,0,0,0,0,0,1,0,0,0,0
CIT,11113,1,0,0,0,0,0,0,0,0,0
SIL1,64374,0,0,0,0,0,0,0,0,0,0
ZNF184,7738,0,0,0,0,0,0,0,0,0,0
FCAR,2204,0,0,0,0,0,0,0,1,0,0
KCNN4,3783,0,0,0,0,0,0,0,1,0,0
DOK5,55816,0,0,0,0,0,0,0,0,0,0
TTN,7273,1,0,0,0,1,1,0,0,0,0
GPX2,2877,0,0,0,0,0,0,0,0,0,0
LXN,56925,0,0,0,0,0,0,0,0,0,1
SNCG,6623,0,0,0,0,0,0,0,0,0,0
PTDSS1,9791,0,0,0,0,0,0,0,0,0,0
JMJD6,23210,0,0,0,0,1,1,0,1,0,0
IGLL2,3544,0,0,0,0,0,0,0,0,0,0
HBP1,26959,1,1,0,0,0,0,0,0,0,0
NAB2,4665,1,0,0,0,0,0,0,0,0,0
HSPA6,3310,0,0,0,0,0,0,0,0,0,0
PPRC1,23082,0,0,0,0,0,0,0,0,0,0
NFE2L1,4779,0,0,0,0,0,0,0,0,0,1
DRD5,1816,0,0,0,0,1,0,0,0,0,1
CLASRP,11129,0,0,0,0,0,0,0,0,0,0
DNTT,1791,0,0,0,0,0,0,0,0,0,0
SMARCD3,6604,1,0,0,0,0,0,0,0,0,0
PDCD2,5134,1,0,1,0,0,0,0,0,0,0
ABCC8,6833,0,0,0,0,0,0,0,0,0,0
FBXO7,25793,1,1,0,0,0,0,0,0,0,0
E2F8,79733,1,1,0,0,1,0,0,0,0,0
TIAF1,9220,0,0,1,0,0,0,0,0,0,0
SYN2,6854,0,0,0,0,0,0,0,0,0,0
IDDM2,3401,0,0,0,0,0,0,0,0,0,0
NACC1,112939,1,0,0,0,0,0,0,0,0,0
KLK4,9622,0,0,0,0,0,0,0,0,0,0
SIAH2,6478,1,1,1,0,0,1,0,0,0,0
HSP90AA4P,3323,0,0,0,0,0,0,0,0,0,0
OCA2,4948,1,0,0,0,0,0,0,0,0,0
KLF10,7071,1,1,0,0,0,0,0,0,0,0
C8orf4,56892,1,1,0,0,0,0,0,1,0,0
CHGA,1113,0,0,0,0,1,1,0,1,0,1
RXFP3,51289,1,0,0,0,0,0,0,0,0,0
BST1,683,1,0,0,0,0,0,0,1,0,0
HCRT,3060,0,0,0,0,0,0,0,0,0,0
HCRTR1,3061,0,0,0,0,0,0,0,0,0,0
ADAMTS4,9507,0,0,0,0,0,0,0,0,0,0
SMCR7L,54471,0,0,0,0,0,0,0,0,0,0
HTR1D,3352,0,0,0,0,1,0,0,0,0,0
HDDC2,51020,0,0,0,0,0,0,0,0,0,0
OED,4961,0,0,0,0,0,0,0,0,0,0
CLEC7A,64581,0,0,0,0,0,1,0,1,0,1
DHX58,79132,0,1,0,0,0,0,0,1,0,0
NKRF,55922,0,0,0,0,0,0,0,0,0,0
MDM1,56890,1,1,0,0,0,0,0,0,0,0
NDUFB2,4708,0,0,0,0,0,0,0,0,0,0
NELL1,4745,1,1,0,0,0,0,0,0,0,0
HHAT,55733,0,0,0,0,0,0,0,0,0,0
CARHSP1,23589,0,0,0,0,0,0,0,0,0,0
FOXN3,1112,1,1,0,0,0,0,0,0,1,0
PMF1,11243,1,0,0,0,0,0,0,0,0,0
PRICKLE2,166336,0,0,0,0,0,0,0,0,0,0
SCNN1D,6339,0,0,0,0,0,0,0,0,0,0
PTRH1,138428,0,0,0,0,0,0,0,0,0,0
TTBK1,84630,0,0,0,0,0,0,0,0,0,0
GPHA2,170589,0,0,0,0,0,0,0,0,0,0
ICOSLG,23308,1,0,0,0,0,1,0,1,0,0
TRNH,4564,0,0,0,0,0,0,0,0,0,0
DRD3,1814,1,1,0,0,1,0,0,1,0,0
EHF,26298,1,0,0,0,0,0,0,0,0,0
HOXD9,3235,0,0,0,0,0,0,0,0,0,0
H2AFZ,3015,0,0,0,0,0,0,0,0,0,0
NABP1,64859,1,1,0,0,0,0,0,0,1,0
KIAA0101,9768,1,0,0,0,0,0,0,0,1,0
BCHE,590,1,1,0,0,0,0,0,0,0,0
CABLES1,91768,1,0,0,0,0,0,0,0,0,0
FUS,2521,0,0,0,0,0,0,0,0,0,0
PPIE,10450,0,0,0,0,0,0,0,0,1,0
NRG4,145957,0,0,0,0,0,0,0,0,0,0
NPY1R,4886,0,0,0,0,1,0,1,0,0,0
CHRNE,1145,0,0,0,0,0,0,0,0,0,0
DIRAS3,9077,1,0,0,0,0,0,0,0,0,0
CDK11A,728642,1,0,0,0,0,0,0,0,0,0
TIFAB,497189,0,0,0,0,0,0,0,0,0,0
CYP7B1,9420,1,1,0,0,0,0,0,0,0,0
PTGIS,5740,0,0,1,0,1,0,1,0,0,1
ZNF502,91392,0,0,0,0,0,0,0,0,0,0
PCNP,57092,1,0,0,0,0,0,0,0,0,0
SMYD1,150572,0,0,0,0,0,0,0,0,0,0
PRODH,5625,0,0,0,0,0,0,0,0,0,0
MIR21,406991,0,0,0,0,0,0,0,0,0,0
F11,2160,0,0,0,0,0,0,0,0,0,1
TAOK3,51347,1,1,0,0,0,0,0,0,1,0
HSPE1,3336,0,0,1,0,0,0,0,0,0,0
TSN,7247,0,0,0,0,0,0,0,0,0,0
MIR10A,406902,0,0,0,0,0,0,0,0,0,0
HOXD4,3233,0,0,0,0,0,0,0,0,0,0
TGFBRAP1,9392,0,0,0,0,0,0,0,0,0,0
EEF1A2,1917,0,0,1,0,0,0,0,0,0,0
MSH2,4436,1,1,1,0,0,0,0,1,1,0
ST14,6768,0,0,0,0,0,0,0,0,0,0
CD70,970,1,0,0,0,0,0,0,1,0,0
AFM,173,0,0,0,0,0,0,0,0,0,0
GATA2,2624,1,1,0,0,1,1,0,1,0,1
METTL3,56339,0,0,0,0,0,0,0,0,0,0
EPB41L3,23136,1,0,0,0,0,1,0,0,0,0
CASK,8573,1,1,0,0,0,1,0,0,0,1
MAGEA2B,266740,0,0,0,0,0,0,0,0,0,0
IQGAP3,128239,1,0,0,0,0,0,0,0,0,0
UBE2V1,7335,0,0,0,0,0,0,0,1,1,0
APIP,51074,0,0,1,0,0,0,0,0,0,0
NPPB,4879,1,1,0,0,1,0,0,0,0,0
CDH4,1002,1,0,0,0,0,1,0,0,0,0
RSBN1,54665,0,0,0,0,0,0,0,0,0,0
IL4I1,259307,0,0,0,0,0,0,0,0,0,0
JMJD7-PLA2G4B,8681,0,0,0,0,0,0,0,0,0,0
UBE2E2,7325,1,0,0,0,0,0,0,0,0,0
EIF4E1B,253314,0,0,0,0,0,0,0,0,0,0
DES,1674,0,0,0,0,1,0,0,0,0,0
PNOC,5368,0,0,0,0,0,0,0,0,0,0
MPZ,4359,0,0,1,0,0,0,0,0,0,0
MPZL1,9019,0,0,0,0,0,0,0,0,0,0
FBN1,2200,0,1,0,0,0,0,0,0,0,0
C13orf34,79866,0,0,0,0,0,0,0,0,0,0
RGNEF,64283,0,0,0,0,0,0,0,0,0,0
AQP7,364,0,0,0,0,0,0,0,0,0,0
EHMT1,79813,0,0,0,0,0,0,0,0,0,0
GAD1,2571,0,0,0,0,0,0,0,0,0,0
GRM4,2914,0,0,1,0,0,0,0,0,0,0
NHEJ1,79840,0,0,0,0,0,1,0,0,1,0
SRR,63826,0,0,0,0,0,0,0,0,0,0
MBD4,8930,0,0,0,0,0,0,0,0,1,0
PDE9A,5152,0,0,0,0,0,0,0,0,0,0
ANGPTL1,9068,0,0,0,0,0,0,0,0,0,0
DSG1,1828,0,0,0,0,0,1,0,0,0,0
RNASEH2C,84153,0,0,0,0,0,0,0,0,0,0
BRD8,10902,0,0,0,0,0,0,0,0,0,0
PXMP3,5828,0,0,0,0,0,0,0,0,0,0
RECQL4,9401,0,0,0,0,0,0,0,0,1,0
ARHGDIB,397,0,0,0,0,0,1,0,0,0,0
TOB2,10766,1,1,0,0,0,0,0,0,0,0
TBC1D7,51256,0,1,0,0,0,1,0,0,0,0
CRIPAK,285464,0,1,0,0,0,0,0,0,0,0
MSLN,10232,0,0,0,0,0,1,0,0,0,0
COLEC12,81035,0,0,0,0,0,0,0,1,0,0
IKBKAP,8518,0,0,0,0,0,1,0,1,0,0
CYB5A,1528,0,0,0,0,0,0,0,0,0,0
TDRD1,56165,1,0,0,0,0,0,0,0,0,0
MIR221,407006,0,0,0,0,0,0,0,0,0,0
CHD8,57680,0,1,1,0,0,0,0,0,0,0
AQP3,360,0,0,0,0,0,0,0,0,0,0
NOP2,4839,1,0,0,0,0,0,0,0,0,0
TLX2,3196,0,0,0,0,0,1,0,0,0,0
FAM57A,79850,0,0,0,0,0,0,0,0,0,0
CARD18,59082,0,0,1,0,0,0,0,0,0,1
MLN,4295,0,0,0,0,0,0,0,0,0,0
MLNR,2862,0,0,0,0,0,0,0,0,0,0
TAF1B,9014,0,0,0,0,0,0,0,0,0,0
GSK1,2929,0,0,0,0,0,0,0,0,0,0
STIL,6491,1,0,1,0,0,0,0,0,0,0
MIR146A,406938,0,0,0,0,0,0,0,0,0,0
ZNF345,25850,0,0,0,0,0,0,0,0,0,0
RBM38,55544,1,1,0,0,0,0,0,0,1,0
MAFG,4097,1,0,0,0,0,0,0,0,0,1
IRF2BP1,26145,0,0,0,0,0,0,0,0,0,0
MED12,9968,0,1,0,0,0,0,0,0,0,0
ZMYND10,51364,0,0,0,0,0,1,0,0,0,0
IFI27,3429,0,0,1,0,0,0,0,1,0,0
CD96,10225,0,0,0,0,0,1,0,1,0,0
